"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"113","82","my baby brother being born ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"114","82","helping plan my grandpa's funeral ",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,0.524657943280008,1,0
"115","82","first day of university in a new city ",13,9,4,3.03528923114583,0.983181827148375,1,0,1,0,1,0,2.97306167858671,1,0
"116","82","meeting my best friends in university ",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,-0.174885981093336,0,0
"117","82","my 21st birthday being in las vegas ",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,-0.174885981093336,0,0
"118","82","going to hawaii for the first time ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"119","82","being scolded while doing math homework ",3,0,3,-0.846160205304626,0.500754664819407,0,1,1,0,0,1,-0.524657943280008,0,1
"120","82","taking my little brother to the park ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.174885981093336,1,0
"121","83","daycare help, dim lights in fall",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.327666210080038,0,1
"122","83","elementary sister lunches",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.546110350133397,1,0
"123","83","mom volunteering christmas day kindergarten ",4,1,3,-0.41488804569902,0.500754664819407,1,0,1,0,0,1,0.546110350133397,1,0
"124","83","asb lta secretary",9,6,3,1.74147275232901,0.500754664819407,1,0,1,0,1,0,2.73055175066699,1,0
"125","83","ucla sleepover bruin life",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.546110350133397,1,0
"126","83","mental hospital confusion",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.327666210080038,0,1
"127","83","selling childhood home",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.546110350133397,1,0
"128","83","moving to seattle for...ever?",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"129","83","driver's license mailbox mina accident",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,0.546110350133397,1,0
"130","83","first job in n out",3,1,2,-0.41488804569902,0.0183275024904388,1,0,1,0,0,1,0.109222070026679,1,0
"131","83","boba vape freezer",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.327666210080038,0,1
"132","83","starbucks drive-thru and bar love",7,5,2,1.3102005927234,0.0183275024904388,1,0,1,0,1,0,1.85677519045355,1,0
"133","83","moving in to dorm",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.109222070026679,1,0
"134","83","delts ceos and hoes ensuing chaos",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"135","83","fourth of july nobu police stop",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,0.982998630240115,1,0
"136","83","oregon police pleads",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"137","83","spring quarter sopi pledging memories",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"138","83","sd uggs",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.327666210080038,0,1
"139","83","rainy post college ramen boba croffle",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"140","83","75 hard winter quarter growth",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.327666210080038,0,1
"141","83","covid first sneakout first kiss",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.109222070026679,1,0
"142","83","opening first college acceptance",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
